year,match_time,stage,venue,home_team,away_team,attendance,referee,score
1930,13 Jul 1930 - 15:00 ,Group 1,Pocitos,France,Mexico,4444.0,LOMBARDI Domingo (URU),4-1
1930,13 Jul 1930 - 15:00 ,Group 4,Parque Central,USA,Belgium,18346.0,MACIAS Jose (ARG),3-0
1930,14 Jul 1930 - 12:45 ,Group 2,Parque Central,Yugoslavia,Brazil,24059.0,TEJADA Anibal (URU),2-1
1930,14 Jul 1930 - 14:50 ,Group 3,Pocitos,Romania,Peru,2549.0,WARNKEN Alberto (CHI),3-1
1930,15 Jul 1930 - 16:00 ,Group 1,Parque Central,Argentina,France,23409.0,REGO Gilberto (BRA),1-0
1930,16 Jul 1930 - 14:45 ,Group 1,Parque Central,Chile,Mexico,9249.0,CRISTOPHE Henry (BEL),3-0
1930,17 Jul 1930 - 12:45 ,Group 2,Parque Central,Yugoslavia,Bolivia,18306.0,MATEUCCI Francisco (URU),4-0
1930,17 Jul 1930 - 14:45 ,Group 4,Parque Central,USA,Paraguay,18306.0,MACIAS Jose (ARG),3-0
1930,18 Jul 1930 - 14:30 ,Group 3,Estadio Centenario,Uruguay,Peru,57735.0,LANGENUS Jean (BEL),1-0
1930,19 Jul 1930 - 12:50 ,Group 1,Estadio Centenario,Chile,France,2000.0,TEJADA Anibal (URU),1-0
1930,19 Jul 1930 - 15:00 ,Group 1,Estadio Centenario,Argentina,Mexico,42100.0,SAUCEDO Ulises (BOL),6-3
1930,20 Jul 1930 - 13:00 ,Group 2,Estadio Centenario,Brazil,Bolivia,25466.0,BALWAY Thomas (FRA),4-0
1930,20 Jul 1930 - 15:00 ,Group 4,Estadio Centenario,Paraguay,Belgium,12000.0,VALLARINO Ricardo (URU),1-0
1930,21 Jul 1930 - 14:50 ,Group 3,Estadio Centenario,Uruguay,Romania,70022.0,REGO Gilberto (BRA),4-0
1930,22 Jul 1930 - 14:45 ,Group 1,Estadio Centenario,Argentina,Chile,41459.0,LANGENUS Jean (BEL),3-1
1930,26 Jul 1930 - 14:45 ,Semi-finals,Estadio Centenario,Argentina,USA,72886.0,LANGENUS Jean (BEL),6-1
1930,27 Jul 1930 - 14:45 ,Semi-finals,Estadio Centenario,Uruguay,Yugoslavia,79867.0,REGO Gilberto (BRA),6-1
1930,30 Jul 1930 - 14:15 ,Final,Estadio Centenario,Uruguay,Argentina,68346.0,LANGENUS Jean (BEL),4-2
1934,01 Jun 1934 - 16:30 ,Quarter-finals,Giovanni Berta,Italy,Spain,43000.0,MERCET Rene (SUI),1-0
1934,03 Jun 1934 - 16:30 ,Semi-finals,Nazionale PNF,Czechoslovakia,Germany,15000.0,BARLASSINA Rinaldo (ITA),3-1
1934,03 Jun 1934 - 16:30 ,Semi-finals,San Siro,Italy,Austria,35000.0,EKLIND Ivan (SWE),1-0
1934,07 Jun 1934 - 18:00 ,Match for third place,Giorgio Ascarelli,Germany,Austria,7000.0,CARRARO Albino (ITA),3-2
1934,10 Jun 1934 - 17:30 ,Final,Nazionale PNF,Italy,Czechoslovakia,55000.0,EKLIND Ivan (SWE),2-1
1934,27 May 1934 - 16:30 ,Preliminary round,Stadio Benito Mussolini,Austria,France,16000.0,VAN MOORSEL Johannes (NED),3-2
1934,27 May 1934 - 16:30 ,Preliminary round,Littorio,Czechoslovakia,Romania,9000.0,LANGENUS Jean (BEL),2-1
1934,27 May 1934 - 16:30 ,Preliminary round,Giovanni Berta,Germany,Belgium,8000.0,MATTEA Francesco (ITA),5-2
1934,27 May 1934 - 16:30 ,Preliminary round,Giorgio Ascarelli,Hungary,Egypt,9000.0,BARLASSINA Rinaldo (ITA),4-2
1934,27 May 1934 - 16:30 ,Preliminary round,Nazionale PNF,Italy,USA,25000.0,MERCET Rene (SUI),7-1
1934,27 May 1934 - 16:30 ,Preliminary round,Luigi Ferraris,Spain,Brazil,21000.0,BIRLEM Alfred (GER),3-1
1934,27 May 1934 - 16:30 ,Preliminary round,Littorale,Sweden,Argentina,14000.0,BRAUN Eugen (AUT),3-2
1934,27 May 1934 - 16:30 ,Preliminary round,San Siro,Switzerland,Netherlands,33000.0,EKLIND Ivan (SWE),3-2
1934,31 May 1934 - 16:30 ,Quarter-finals,Littorale,Austria,Hungary,23000.0,MATTEA Francesco (ITA),2-1
1934,31 May 1934 - 16:30 ,Quarter-finals,Stadio Benito Mussolini,Czechoslovakia,Switzerland,12000.0,BERANEK Alois (AUT),3-2
1934,31 May 1934 - 16:30 ,Quarter-finals,San Siro,Germany,Sweden,3000.0,BARLASSINA Rinaldo (ITA),2-1
1934,31 May 1934 - 16:30 ,Quarter-finals,Giovanni Berta,Italy,Spain,35000.0,BAERT Louis (BEL),1-1
1938,04 Jun 1938 - 17:00 ,First round,Parc des Princes,Switzerland,Germany,27152.0,LANGENUS Jean (BEL),1-1
1938,05 Jun 1938 - 17:00 ,First round,Stade Municipal,Cuba,Romania,7000.0,SCARPI Giuseppe (ITA),3-3
1938,05 Jun 1938 - 17:00 ,First round,Stade Olympique,France,Belgium,30454.0,WUETHRICH Hans (SUI),3-1
1938,05 Jun 1938 - 17:00 ,First round,Velodrome Municipale,Hungary,Dutch East Indies,9000.0,CONRIE Roger (FRA),6-0
1938,05 Jun 1938 - 17:00 ,First round,Stade V�lodrome,Italy,Norway,19000.0,BERANEK Alois (AUT),2-1
1938,05 Jun 1938 - 17:30 ,First round,Stade de la Meinau,Brazil,Poland,13452.0,EKLIND Ivan (SWE),6-5
1938,05 Jun 1938 - 18:30 ,First round,Cavee Verte,Czechoslovakia,Netherlands,11000.0,LECLERCQ Lucien (FRA),3-0
1938,09 Jun 1938 - 18:00 ,First round,Stade Municipal,Cuba,Romania,8000.0,BIRLEM Alfred (GER),2-1
1938,09 Jun 1938 - 18:00 ,First round,Parc des Princes,Switzerland,Germany,20025.0,EKLIND Ivan (SWE),4-2
1938,12 Jun 1938 - 17:00 ,Quarter-finals,Stade du Parc Lescure,Brazil,Czechoslovakia,22021.0,VON HERTZKA Pal (HUN),1-1
1938,12 Jun 1938 - 17:00 ,Quarter-finals,Victor Boucquey,Hungary,Switzerland,15000.0,BARLASSINA Rinaldo (ITA),2-0
1938,12 Jun 1938 - 17:00 ,Quarter-finals,Stade Olympique,Italy,France,58455.0,BAERT Louis (BEL),3-1
1938,12 Jun 1938 - 17:00 ,Quarter-finals,Fort Carree,Sweden,Cuba,7000.0,KRIST Gustav (TCH),8-0
1938,14 Jun 1938 - 18:00 ,Quarter-finals,Stade du Parc Lescure,Brazil,Czechoslovakia,18141.0,CAPDEVILLE Georges (FRA),2-1
1938,16 Jun 1938 - 18:00 ,Semi-finals,Parc des Princes,Hungary,Sweden,20000.0,LECLERCQ Lucien (FRA),5-1
1938,16 Jun 1938 - 18:00 ,Semi-finals,Stade V�lodrome,Italy,Brazil,33000.0,WUETHRICH Hans (SUI),2-1
1938,19 Jun 1938 - 17:00 ,Match for third place,Stade du Parc Lescure,Brazil,Sweden,12000.0,LANGENUS Jean (BEL),4-2
1938,19 Jun 1938 - 17:00 ,Final,Stade Olympique,Italy,Hungary,45000.0,CAPDEVILLE Georges (FRA),4-2
1950,01 Jul 1950 - 15:00 ,Group 1,Maracan� - Est�dio Jornalista M�rio Filho,Brazil,Yugoslavia,142429.0,GRIFFITHS Benjamin (WAL),2-0
1950,02 Jul 1950 - 15:00 ,Group 2,Ilha do Retiro,Chile,USA,8501.0,GARDELLI Mario (BRA),5-2
1950,02 Jul 1950 - 15:00 ,Group 3,Pacaembu,Italy,Paraguay,25811.0,ELLIS Arthur (ENG),2-0
1950,02 Jul 1950 - 15:00 ,Group 2,Maracan� - Est�dio Jornalista M�rio Filho,Spain,England,74462.0,GALEATI Giovanni (ITA),1-0
1950,02 Jul 1950 - 15:00 ,Group 4,Independencia,Uruguay,Bolivia,5284.0,READER George (ENG),8-0
1950,02 Jul 1950 - 15:40 ,Group 1,Eucaliptos,Switzerland,Mexico,3580.0,EKLIND Ivan (SWE),2-1
1950,09 Jul 1950 - 15:00 ,Group 6,Maracan� - Est�dio Jornalista M�rio Filho,Brazil,Sweden,138886.0,ELLIS Arthur (ENG),7-1
1950,09 Jul 1950 - 15:00 ,Group 6,Pacaembu,Uruguay,Spain,44802.0,GRIFFITHS Benjamin (WAL),2-2
1950,13 Jul 1950 - 15:00 ,Group 6,Maracan� - Est�dio Jornalista M�rio Filho,Brazil,Spain,152772.0,LEAFE Reginald (ENG),6-1
1950,13 Jul 1950 - 15:00 ,Group 6,Pacaembu,Uruguay,Sweden,7987.0,GALEATI Giovanni (ITA),3-2
1950,16 Jul 1950 - 15:00 ,Group 6,Pacaembu,Sweden,Spain,11227.0,VAN DER MEER Karel (NED),3-1
1950,16 Jul 1950 - 15:00 ,Group 6,Maracan� - Est�dio Jornalista M�rio Filho,Uruguay,Brazil,173850.0,READER George (ENG),2-1
1950,24 Jun 1950 - 15:00 ,Group 1,Maracan� - Est�dio Jornalista M�rio Filho,Brazil,Mexico,81649.0,READER George (ENG),4-0
1950,25 Jun 1950 - 15:00 ,Group 2,Maracan� - Est�dio Jornalista M�rio Filho,England,Chile,29703.0,VAN DER MEER Karel (NED),2-0
1950,25 Jun 1950 - 15:00 ,Group 2,Durival de Brito,Spain,USA,9511.0,VIANA Mario (BRA),3-1
1950,25 Jun 1950 - 15:00 ,Group 3,Pacaembu,Sweden,Italy,36502.0,LUTZ Jean (SUI),3-2
1950,25 Jun 1950 - 15:00 ,Group 1,Independencia,Yugoslavia,Switzerland,7336.0,GALEATI Giovanni (ITA),3-0
1950,28 Jun 1950 - 15:00 ,Group 1,Pacaembu,Brazil,Switzerland,42032.0,AZON ROMA Ramon (ESP),2-2
1950,28 Jun 1950 - 15:00 ,Group 1,Eucaliptos,Yugoslavia,Mexico,11078.0,LEAFE Reginald (ENG),4-1
1950,29 Jun 1950 - 15:00 ,Group 2,Maracan� - Est�dio Jornalista M�rio Filho,Spain,Chile,19790.0,MALCHER Alberto (BRA),2-0
1950,29 Jun 1950 - 15:00 ,Group 2,Independencia,USA,England,10151.0,DATTILO Generoso (ITA),1-0
1950,29 Jun 1950 - 15:30 ,Group 3,Durival de Brito,Sweden,Paraguay,7903.0,MITCHELL Robert (SCO),2-2
1954,03 Jul 1954 - 17:00 ,Match for third place,Hardturm,Austria,Uruguay,32000.0,WYSSLING Paul (SUI),3-1
1954,04 Jul 1954 - 17:00 ,Final,Wankdorf Stadium,Germany FR,Hungary,62500.0,LING William (ENG),3-2
1954,16 Jun 1954 - 18:00 ,Group 3,Hardturm,Austria,Scotland,25000.0,FRANKEN Laurent (BEL),1-0
1954,16 Jun 1954 - 18:00 ,Group 1,Charmilles,Brazil,Mexico,13470.0,WYSSLING Paul (SUI),5-0
1954,16 Jun 1954 - 18:00 ,Group 3,Wankdorf Stadium,Uruguay,Czechoslovakia,20500.0,ELLIS Arthur (ENG),2-0
1954,16 Jun 1954 - 18:00 ,Group 1,La Pontaise,Yugoslavia,France,16000.0,GRIFFITHS Benjamin (WAL),1-0
1954,17 Jun 1954 - 17:50 ,Group 4,La Pontaise,Switzerland,Italy,43000.0,VIANA Mario (BRA),2-1
1954,17 Jun 1954 - 18:00 ,Group 2,Wankdorf Stadium,Germany FR,Turkey,28000.0,DA COSTA VIEIRA Jose (POR),4-1
1954,17 Jun 1954 - 18:00 ,Group 2,Hardturm,Hungary,Korea Republic,13000.0,VINCENTI Raymond (FRA),9-0
1954,17 Jun 1954 - 18:10 ,Group 4,St. Jakob,England,Belgium,14000.0,SCHMETZER Emil (FRG),4-4
1954,19 Jun 1954 - 16:50 ,Group 3,St. Jakob,Uruguay,Scotland,34000.0,ORLANDINI Vincenzo (ITA),7-0
1954,19 Jun 1954 - 17:00 ,Group 3,Hardturm,Austria,Czechoslovakia,26000.0,STEFANOVIC Vasa (YUG),5-0
1954,19 Jun 1954 - 17:00 ,Group 1,La Pontaise,Brazil,Yugoslavia,24637.0,FAULTLESS Charlie (SCO),1-1
1954,19 Jun 1954 - 17:10 ,Group 1,Charmilles,France,Mexico,19000.0,ASENSI Manuel (ESP),3-2
1954,20 Jun 1954 - 16:50 ,Group 2,St. Jakob,Hungary,Germany FR,56000.0,LING William (ENG),8-3
1954,20 Jun 1954 - 17:00 ,Group 4,Comunale di Cornaredo,Italy,Belgium,24000.0,STEINER Carl (AUT),4-1
1954,20 Jun 1954 - 17:00 ,Group 2,Charmilles,Turkey,Korea Republic,4000.0,MARINO Esteban (URU),7-0
1954,20 Jun 1954 - 17:10 ,Group 4,Wankdorf Stadium,England,Switzerland,43500.0,ZSOLT Istvan (HUN),2-0
1954,23 Jun 1954 - 18:00 ,Group 2,Hardturm,Germany FR,Turkey,17000.0,VINCENTI Raymond (FRA),7-2
1954,23 Jun 1954 - 18:00 ,Group 4,St. Jakob,Switzerland,Italy,30000.0,GRIFFITHS Benjamin (WAL),4-1
1954,26 Jun 1954 - 17:00 ,Quarter-finals,La Pontaise,Austria,Switzerland,35000.0,FAULTLESS Charlie (SCO),7-5
1954,26 Jun 1954 - 17:00 ,Quarter-finals,St. Jakob,Uruguay,England,28000.0,STEINER Carl (AUT),4-2
1954,27 Jun 1954 - 17:00 ,Quarter-finals,Charmilles,Germany FR,Yugoslavia,17000.0,ZSOLT Istvan (HUN),2-0
1954,27 Jun 1954 - 17:00 ,Quarter-finals,Wankdorf Stadium,Hungary,Brazil,40000.0,ELLIS Arthur (ENG),4-2
1954,30 Jun 1954 - 18:00 ,Semi-finals,St. Jakob,Germany FR,Austria,58000.0,ORLANDINI Vincenzo (ITA),6-1
1954,30 Jun 1954 - 18:00 ,Semi-finals,La Pontaise,Hungary,Uruguay,45000.0,GRIFFITHS Benjamin (WAL),4-2
1958,08 Jun 1958 - 14:00 ,Group 3,Rasunda Stadium,Sweden,Mexico,34107.0,LATYCHEV Nikolaj (URS),3-0
1958,08 Jun 1958 - 19:00 ,Group 1,Malmo Stadion,Argentina,Germany FR,31156.0,LEAFE Reginald (ENG),1-3
1958,08 Jun 1958 - 19:00 ,Group 4,Rimnersvallen,Brazil,Austria,17788.0,GUIGUE Maurice (FRA),3-0
1958,08 Jun 1958 - 19:00 ,Group 2,Idrottsparken,France,Paraguay,16518.0,GARDEAZABAL Juan (ESP),7-3
1958,08 Jun 1958 - 19:00 ,Group 3,Jarnvallen,Hungary,Wales,15343.0,CODESAL Jose Maria (URU),1-1
1958,08 Jun 1958 - 19:00 ,Group 1,Orjans Vall,Northern Ireland,Czechoslovakia,10647.0,SEIPELT Fritz (AUT),1-0
1958,08 Jun 1958 - 19:00 ,Group 4,Nya Ullevi,Soviet Union,England,49348.0,ZSOLT Istvan (HUN),2-2
1958,08 Jun 1958 - 19:00 ,Group 2,Arosvallen,Yugoslavia,Scotland,9591.0,WYSSLING Paul (SUI),1-1
1958,11 Jun 1958 - 19:00 ,Group 1,Orjans Vall,Argentina,Northern Ireland,14174.0,AHLNER Sten (SWE),3-1
1958,11 Jun 1958 - 19:00 ,Group 4,Nya Ullevi,Brazil,England,40895.0,DUSCH Albert (GER),0-0
1958,11 Jun 1958 - 19:00 ,Group 1,Olympia Stadium,Germany FR,Czechoslovakia,25000.0,ELLIS Arthur (ENG),2-2
1958,11 Jun 1958 - 19:00 ,Group 3,Rasunda Stadium,Mexico,Wales,15150.0,LEMESIC Leo (YUG),1-1
1958,11 Jun 1958 - 19:00 ,Group 2,Idrottsparken,Paraguay,Scotland,11665.0,ORLANDINI Vincenzo (ITA),3-2
1958,11 Jun 1958 - 19:00 ,Group 4,Ryavallen,Soviet Union,Austria,21239.0,JORGENSEN Carl Frederik (DEN),2-0
1958,11 Jun 1958 - 19:00 ,Group 2,Arosvallen,Yugoslavia,France,12217.0,GRIFFITHS Benjamin (WAL),3-2
1958,12 Jun 1958 - 19:00 ,Group 3,Rasunda Stadium,Sweden,Hungary,38850.0,MOWAT Jack (SCO),2-1
1958,15 Jun 1958 - 14:00 ,Group 3,Rasunda Stadium,Sweden,Wales,30287.0,VAN NUFFEL Lucien (BEL),0-0
1958,15 Jun 1958 - 19:00 ,Group 4,Nya Ullevi,Brazil,Soviet Union,50928.0,GUIGUE Maurice (FRA),2-0
1958,15 Jun 1958 - 19:00 ,Group 1,Olympia Stadium,Czechoslovakia,Argentina,16418.0,ELLIS Arthur (ENG),6-1
1958,15 Jun 1958 - 19:00 ,Group 4,Ryavallen,England,Austria,15872.0,BRONKHORST Jan (NED),2-2
1958,15 Jun 1958 - 19:00 ,Group 2,Eyravallen,France,Scotland,13554.0,BROZZI Juan (ARG),2-1
1958,15 Jun 1958 - 19:00 ,Group 1,Malmo Stadion,Germany FR,Northern Ireland,21990.0,FERNANDES CAMPOS Joaquim (POR),2-2
1958,15 Jun 1958 - 19:00 ,Group 3,Jarnvallen,Hungary,Mexico,13300.0,ERIKSSON Arne (FIN),4-0
1958,15 Jun 1958 - 19:00 ,Group 2,Tunavallen,Paraguay,Yugoslavia,13103.0,MACKO Martin (TCH),3-3
1958,17 Jun 1958 - 19:00 ,Group 1,Malmo Stadion,Northern Ireland,Czechoslovakia,6196.0,GUIGUE Maurice (FRA),2-1
1958,17 Jun 1958 - 19:00 ,Group 4,Nya Ullevi,Soviet Union,England,23182.0,DUSCH Albert (GER),1-0
1958,17 Jun 1958 - 19:00 ,Group 3,Rasunda Stadium,Wales,Hungary,2823.0,LATYCHEV Nikolaj (URS),2-1
1958,19 Jun 1958 - 19:00 ,Quarter-finals,Nya Ullevi,Brazil,Wales,25923.0,SEIPELT Fritz (AUT),1-0
1958,19 Jun 1958 - 19:00 ,Quarter-finals,Idrottsparken,France,Northern Ireland,11800.0,GARDEAZABAL Juan (ESP),4-0
1958,19 Jun 1958 - 19:00 ,Quarter-finals,Malmo Stadion,Germany FR,Yugoslavia,20055.0,WYSSLING Paul (SUI),1-0
1958,19 Jun 1958 - 19:00 ,Quarter-finals,Rasunda Stadium,Sweden,Soviet Union,31900.0,LEAFE Reginald (ENG),2-0
1958,24 Jun 1958 - 19:00 ,Semi-finals,Rasunda Stadium,Brazil,France,27100.0,GRIFFITHS Benjamin (WAL),5-2
1958,24 Jun 1958 - 19:00 ,Semi-finals,Nya Ullevi,Sweden,Germany FR,49471.0,ZSOLT Istvan (HUN),3-1
1958,28 Jun 1958 - 17:00 ,Match for third place,Nya Ullevi,France,Germany FR,32483.0,BROZZI Juan (ARG),6-3
1958,29 Jun 1958 - 15:00 ,Final,Rasunda Stadium,Brazil,Sweden,49737.0,GUIGUE Maurice (FRA),5-2
1962,02 Jun 1962 - 15:00 ,Group 3,Estadio Sausalito,Brazil,Czechoslovakia,14903.0,SCHWINTE Pierre (FRA),0-0
1962,02 Jun 1962 - 15:00 ,Group 2,Nacional,Chile,Italy,66057.0,ASTON Ken (ENG),2-0
1962,02 Jun 1962 - 15:00 ,Group 4,Estadio El Teniente-Codelco,England,Argentina,9794.0,LATYCHEV Nikolaj (URS),3-1
1962,02 Jun 1962 - 15:00 ,Group 1,Carlos Dittborn,Yugoslavia,Uruguay,8829.0,GALBA Karol (TCH),3-1
1962,03 Jun 1962 - 15:00 ,Group 2,Nacional,Germany FR,Switzerland,64922.0,HORN Leo (NED),2-1
1962,03 Jun 1962 - 15:00 ,Group 4,Estadio El Teniente-Codelco,Hungary,Bulgaria,7442.0,GARDEAZABAL Juan (ESP),6-1
1962,03 Jun 1962 - 15:00 ,Group 1,Carlos Dittborn,Soviet Union,Colombia,8040.0,ETZEL FILHO Joao (BRA),4-4
1962,03 Jun 1962 - 15:00 ,Group 3,Estadio Sausalito,Spain,Mexico,11875.0,TESANIC Branko (YUG),1-0
1962,06 Jun 1962 - 15:00 ,Group 3,Estadio Sausalito,Brazil,Spain,18715.0,BUSTAMANTE Sergio (CHI),2-1
1962,06 Jun 1962 - 15:00 ,Group 2,Nacional,Germany FR,Chile,67224.0,DAVIDSON Bob (SCO),2-0
1962,06 Jun 1962 - 15:00 ,Group 4,Estadio El Teniente-Codelco,Hungary,Argentina,7945.0,YAMASAKI MALDONADO Arturo (MEX),0-0
1962,06 Jun 1962 - 15:00 ,Group 1,Carlos Dittborn,Soviet Union,Uruguay,9973.0,JONNI Cesare (ITA),2-1
1962,07 Jun 1962 - 15:00 ,Group 4,Estadio El Teniente-Codelco,England,Bulgaria,5700.0,BLAVIER Arthur (BEL),0-0
1962,07 Jun 1962 - 15:00 ,Group 2,Nacional,Italy,Switzerland,59828.0,LATYCHEV Nikolaj (URS),3-0
1962,07 Jun 1962 - 15:00 ,Group 3,Estadio Sausalito,Mexico,Czechoslovakia,10648.0,DIENST Gottfried (SUI),3-1
1962,07 Jun 1962 - 15:00 ,Group 1,Carlos Dittborn,Yugoslavia,Colombia,7167.0,ROBLES Carlos (CHI),5-0
1962,10 Jun 1962 - 14:30 ,Quarter-finals,Estadio Sausalito,Brazil,England,17736.0,SCHWINTE Pierre (FRA),3-1
1962,10 Jun 1962 - 14:30 ,Quarter-finals,Carlos Dittborn,Chile,Soviet Union,17268.0,HORN Leo (NED),2-1
1962,10 Jun 1962 - 14:30 ,Quarter-finals,Estadio El Teniente-Codelco,Czechoslovakia,Hungary,11690.0,LATYCHEV Nikolaj (URS),1-0
1962,10 Jun 1962 - 14:30 ,Quarter-finals,Nacional,Yugoslavia,Germany FR,63324.0,YAMASAKI MALDONADO Arturo (MEX),1-0
1962,13 Jun 1962 - 14:30 ,Semi-finals,Nacional,Brazil,Chile,76594.0,YAMASAKI MALDONADO Arturo (MEX),4-2
1962,13 Jun 1962 - 14:30 ,Semi-finals,Estadio Sausalito,Czechoslovakia,Yugoslavia,5890.0,DIENST Gottfried (SUI),3-1
1962,16 Jun 1962 - 14:30 ,Match for third place,Nacional,Chile,Yugoslavia,66697.0,GARDEAZABAL Juan (ESP),1-0
1962,17 Jun 1962 - 14:30 ,Final,Nacional,Brazil,Czechoslovakia,68679.0,LATYCHEV Nikolaj (URS),3-1
1962,30 May 1962 - 15:00 ,Group 4,Estadio El Teniente-Codelco,Argentina,Bulgaria,7134.0,GARDEAZABAL Juan (ESP),1-0
1962,30 May 1962 - 15:00 ,Group 3,Estadio Sausalito,Brazil,Mexico,10484.0,DIENST Gottfried (SUI),2-0
1962,30 May 1962 - 15:00 ,Group 2,Nacional,Chile,Switzerland,65006.0,ASTON Ken (ENG),3-1
1962,30 May 1962 - 15:00 ,Group 1,Carlos Dittborn,Uruguay,Colombia,7908.0,DOROGI Andor (HUN),2-1
1962,31 May 1962 - 15:00 ,Group 3,Estadio Sausalito,Czechoslovakia,Spain,12700.0,STEINER Carl (AUT),1-0
1962,31 May 1962 - 15:00 ,Group 2,Nacional,Germany FR,Italy,65440.0,DAVIDSON Bob (SCO),0-0
1962,31 May 1962 - 15:00 ,Group 4,Estadio El Teniente-Codelco,Hungary,England,7938.0,HORN Leo (NED),2-1
1962,31 May 1962 - 15:00 ,Group 1,Carlos Dittborn,Soviet Union,Yugoslavia,9622.0,DUSCH Albert (GER),2-0
1966,11 Jul 1966 - 19:30 ,Group 1,Wembley Stadium,England,Uruguay,87148.0,ZSOLT Istvan (HUN),0-0
1966,12 Jul 1966 - 19:30 ,Group 3,Goodison Park,Brazil,Bulgaria,47308.0,TSCHENSCHER Kurt (GER),2-0
1966,12 Jul 1966 - 19:30 ,Group 2,Hillsborough,Germany FR,Switzerland,36127.0,PHILLIPS Hugh (SCO),5-0
1966,12 Jul 1966 - 19:30 ,Group 4,Ayresome Park,Soviet Union,Korea DPR,23006.0,GARDEAZABAL Juan (ESP),3-0
1966,13 Jul 1966 - 19:30 ,Group 2,Villa Park,Argentina,Spain,42738.0,RUMENTCHEV Dimitar (BUL),2-1
1966,13 Jul 1966 - 19:30 ,Group 1,Wembley Stadium,France,Mexico,69237.0,ASHKENAZI Menachem (ISR),1-1
1966,13 Jul 1966 - 19:30 ,Group 4,Roker Park Ground,Italy,Chile,27199.0,DIENST Gottfried (SUI),2-0
1966,13 Jul 1966 - 19:30 ,Group 3,Old Trafford Stadium,Portugal,Hungary,29886.0,CALLAGHAN Leo (WAL),3-1
1966,15 Jul 1966 - 19:30 ,Group 3,Goodison Park,Hungary,Brazil,51387.0,DAGNALL Kenneth (ENG),3-1
1966,15 Jul 1966 - 19:30 ,Group 4,Ayresome Park,Korea DPR,Chile,13792.0,KANDIL Aly Hussein (EGY),1-1
1966,15 Jul 1966 - 19:30 ,Group 2,Hillsborough,Spain,Switzerland,32028.0,BAKHRAMOV Tofik (URS),2-1
1966,15 Jul 1966 - 19:30 ,Group 1,White City,Uruguay,France,45662.0,GALBA Karol (TCH),2-1
1966,16 Jul 1966 - 15:00 ,Group 2,Villa Park,Germany FR,Argentina,46587.0,ZECEVIC Konstantin (YUG),0-0
1966,16 Jul 1966 - 15:00 ,Group 3,Old Trafford Stadium,Portugal,Bulgaria,25438.0,CODESAL Jose Maria (URU),3-0
1966,16 Jul 1966 - 15:00 ,Group 4,Roker Park Ground,Soviet Union,Italy,27793.0,KREITLEIN Rudolf (GER),1-0
1966,16 Jul 1966 - 19:30 ,Group 1,Wembley Stadium,England,Mexico,92570.0,LO BELLO Concetto (ITA),2-0
1966,19 Jul 1966 - 16:30 ,Group 1,Wembley Stadium,Uruguay,Mexico,61112.0,LOEOEW Bertil (SWE),0-0
1966,19 Jul 1966 - 19:30 ,Group 2,Hillsborough,Argentina,Switzerland,32127.0,FERNANDES CAMPOS Joaquim (POR),2-0
1966,19 Jul 1966 - 19:30 ,Group 4,Ayresome Park,Korea DPR,Italy,17829.0,SCHWINTE Pierre (FRA),1-0
1966,19 Jul 1966 - 19:30 ,Group 3,Goodison Park,Portugal,Brazil,58479.0,McCABE George (ENG),3-1
1966,20 Jul 1966 - 19:30 ,Group 1,Wembley Stadium,England,France,98270.0,YAMASAKI MALDONADO Arturo (MEX),2-0
1966,20 Jul 1966 - 19:30 ,Group 2,Villa Park,Germany FR,Spain,42187.0,MARQUES Armando (BRA),2-1
1966,20 Jul 1966 - 19:30 ,Group 3,Old Trafford Stadium,Hungary,Bulgaria,24129.0,GOICOECHEA Roberto (ARG),3-1
1966,20 Jul 1966 - 19:30 ,Group 4,Roker Park Ground,Soviet Union,Chile,16027.0,ADAIR John (NIR),2-1
1966,23 Jul 1966 - 15:00 ,Quarter-finals,Wembley Stadium,England,Argentina,90584.0,KREITLEIN Rudolf (GER),1-0
1966,23 Jul 1966 - 15:00 ,Quarter-finals,Hillsborough,Germany FR,Uruguay,40007.0,FINNEY Jim (ENG),4-0
1966,23 Jul 1966 - 15:00 ,Quarter-finals,Goodison Park,Portugal,Korea DPR,40248.0,ASHKENAZI Menachem (ISR),5-3
1966,23 Jul 1966 - 15:00 ,Quarter-finals,Roker Park Ground,Soviet Union,Hungary,26844.0,GARDEAZABAL Juan (ESP),2-1
1966,25 Jul 1966 - 19:30 ,Semi-finals,Goodison Park,Germany FR,Soviet Union,38273.0,LO BELLO Concetto (ITA),2-1
1966,26 Jul 1966 - 19:30 ,Semi-finals,Wembley Stadium,England,Portugal,94493.0,SCHWINTE Pierre (FRA),2-1
1966,28 Jul 1966 - 19:30 ,Match for third place,Wembley Stadium,Portugal,Soviet Union,87696.0,DAGNALL Kenneth (ENG),2-1
1966,30 Jul 1966 - 15:00 ,Final,Wembley Stadium,England,Germany FR,96924.0,DIENST Gottfried (SUI),4-2
1970,02 Jun 1970 - 16:00 ,Group 3,Jalisco,England,Romania,50560.0,LORAUX Vital (BEL),1-0
1970,02 Jun 1970 - 16:00 ,Group 4,Nou Camp - Estadio Le�n,Peru,Bulgaria,13765.0,SBARDELLA Antonio (ITA),3-2
1970,02 Jun 1970 - 16:00 ,Group 2,Cuauhtemoc,Uruguay,Israel,20654.0,DAVIDSON Bob (SCO),2-0
1970,03 Jun 1970 - 16:00 ,Group 1,Estadio Azteca,Belgium,El Salvador,92205.0,RADULESCU Andrei (ROU),3-0
