year,match_time,stage,venue,home_team,away_team,attendance,referee,score
2006,17 Jun 2006 - 15:00 ,Group D,"FIFA World Cup Stadium, Frankfurt",Portugal,IR Iran,48000.0,POULAT Eric (FRA),2-0
2006,17 Jun 2006 - 18:00 ,Group E,"FIFA World Cup Stadium, Cologne",Czech Republic,Ghana,45000.0,ELIZONDO Horacio (ARG),0-2
2006,17 Jun 2006 - 21:00 ,Group E,Fritz-Walter-Stadion,Italy,USA,46000.0,LARRIONDA Jorge (URU),1-1
2006,18 Jun 2006 - 15:00 ,Group F,Franken-Stadion,Japan,Croatia,41000.0,DE BLEECKERE Frank (BEL),0-0
2006,18 Jun 2006 - 18:00 ,Group F,"FIFA World Cup Stadium, Munich",Brazil,Australia,66000.0,MERK Markus (GER),2-0
2006,18 Jun 2006 - 21:00 ,Group G,Zentralstadion,France,Korea Republic,43000.0,ARCHUNDIA Benito (MEX),1-1
2006,19 Jun 2006 - 15:00 ,Group G,"FIFA World Cup Stadium, Dortmund",Togo,Switzerland,65000.0,AMARILLA Carlos (PAR),0-2
2006,19 Jun 2006 - 18:00 ,Group H,"FIFA World Cup Stadium, Hamburg",Saudi Arabia,Ukraine,50000.0,POLL Graham (ENG),0-4
2006,19 Jun 2006 - 21:00 ,Group H,Gottlieb-Daimler-Stadion,Spain,Tunisia,52000.0,SIMON Carlos (BRA),3-1
2006,20 Jun 2006 - 16:00 ,Group A,"FIFA World Cup Stadium, Hanover",Costa Rica,Poland,43000.0,MAIDIN Shamsul (SIN),1-2
2006,20 Jun 2006 - 16:00 ,Group A,Olympiastadion,Ecuador,Germany,72000.0,IVANOV Valentin (RUS),0-3
2006,20 Jun 2006 - 21:00 ,Group B,Fritz-Walter-Stadion,Paraguay,"rn"">Trinidad and Tobago",46000.0,ROSETTI Roberto (ITA),2-0
2006,20 Jun 2006 - 21:00 ,Group B,"FIFA World Cup Stadium, Cologne",Sweden,England,45000.0,BUSACCA Massimo (SUI),2-2
2006,21 Jun 2006 - 16:00 ,Group D,Zentralstadion,Iran,Angola,38000.0,SHIELD Mark (AUS),1-1
2006,21 Jun 2006 - 16:00 ,Group D,"FIFA World Cup Stadium, Gelsenkirchen",Portugal,Mexico,52000.0,MICHEL Lubos (SVK),2-1
2006,21 Jun 2006 - 21:00 ,Group C,"FIFA World Cup Stadium, Munich",C�te d'Ivoire,"rn"">Serbia and Montenegro",66000.0,RODRIGUEZ Marco (MEX),3-2
2006,21 Jun 2006 - 21:00 ,Group C,"FIFA World Cup Stadium, Frankfurt",Netherlands,Argentina,48000.0,MEDINA CANTALEJO Luis (ESP),0-0
2006,22 Jun 2006 - 16:00 ,Group E,"FIFA World Cup Stadium, Hamburg",Czech Republic,Italy,50000.0,ARCHUNDIA Benito (MEX),0-2
2006,22 Jun 2006 - 16:00 ,Group E,Franken-Stadion,Ghana,USA,41000.0,MERK Markus (GER),2-1
2006,22 Jun 2006 - 21:00 ,Group F,Gottlieb-Daimler-Stadion,Croatia,Australia,52000.0,POLL Graham (ENG),2-2
2006,22 Jun 2006 - 21:00 ,Group F,"FIFA World Cup Stadium, Dortmund",Japan,Brazil,65000.0,POULAT Eric (FRA),1-4
2006,23 Jun 2006 - 16:00 ,Group H,Fritz-Walter-Stadion,Saudi Arabia,Spain,46000.0,CODJIA Coffi (BEN),0-1
2006,23 Jun 2006 - 16:00 ,Group H,Olympiastadion,Ukraine,Tunisia,72000.0,AMARILLA Carlos (PAR),1-0
2006,23 Jun 2006 - 21:00 ,Group G,"FIFA World Cup Stadium, Hanover",Switzerland,Korea Republic,43000.0,ELIZONDO Horacio (ARG),2-0
2006,23 Jun 2006 - 21:00 ,Group G,"FIFA World Cup Stadium, Cologne",Togo,France,45000.0,LARRIONDA Jorge (URU),0-2
2006,24 Jun 2006 - 17:00 ,Round of 16,"FIFA World Cup Stadium, Munich",Germany,Sweden,66000.0,SIMON Carlos (BRA),2-0
2006,24 Jun 2006 - 21:00 ,Round of 16,Zentralstadion,Argentina,Mexico,43000.0,BUSACCA Massimo (SUI),2-1
2006,25 Jun 2006 - 17:00 ,Round of 16,Gottlieb-Daimler-Stadion,England,Ecuador,52000.0,DE BLEECKERE Frank (BEL),1-0
2006,25 Jun 2006 - 21:00 ,Round of 16,Franken-Stadion,Portugal,Netherlands,41000.0,IVANOV Valentin (RUS),1-0
2006,26 Jun 2006 - 17:00 ,Round of 16,Fritz-Walter-Stadion,Italy,Australia,46000.0,MEDINA CANTALEJO Luis (ESP),1-0
2006,26 Jun 2006 - 21:00 ,Round of 16,"FIFA World Cup Stadium, Cologne",Switzerland,Ukraine,45000.0,ARCHUNDIA Benito (MEX),(0) 0-0 (3)
2006,27 Jun 2006 - 17:00 ,Round of 16,"FIFA World Cup Stadium, Dortmund",Brazil,Ghana,65000.0,MICHEL Lubos (SVK),3-0
2006,27 Jun 2006 - 21:00 ,Round of 16,"FIFA World Cup Stadium, Hanover",Spain,France,43000.0,ROSETTI Roberto (ITA),1-3
2006,30 Jun 2006 - 17:00 ,Quarter-finals,Olympiastadion,Germany,Argentina,72000.0,MICHEL Lubos (SVK),(4) 1-1 (2)
2006,30 Jun 2006 - 21:00 ,Quarter-finals,"FIFA World Cup Stadium, Hamburg",Italy,Ukraine,50000.0,DE BLEECKERE Frank (BEL),3-0
2010,02 Jul 2010 - 16:00 ,Quarter-finals,Port Elizabeth Stadium,Netherlands,Brazil,40186.0,NISHIMURA Yuichi (JPN),2-1
2010,02 Jul 2010 - 20:30 ,Quarter-finals,Soccer City Stadium,Uruguay,Ghana,84017.0,Oleg�rio BENQUEREN�A (POR),(4) 1-1 (2)
2010,03 Jul 2010 - 16:00 ,Quarter-finals,Cape Town Stadium,Argentina,Germany,64100.0,Ravshan IRMATOV (UZB),0-4
2010,03 Jul 2010 - 20:30 ,Quarter-finals,Ellis Park Stadium,Paraguay,Spain,55359.0,BATRES Carlos (GUA),0-1
2010,06 Jul 2010 - 20:30 ,Semi-finals,Cape Town Stadium,Uruguay,Netherlands,62479.0,Ravshan IRMATOV (UZB),2-3
2010,07 Jul 2010 - 20:30 ,Semi-finals,Durban Stadium,Germany,Spain,60960.0,KASSAI Viktor (HUN),0-1
2010,10 Jul 2010 - 20:30 ,Match for third place,Port Elizabeth Stadium,Uruguay,Germany,36254.0,ARCHUNDIA Benito (MEX),2-3
2010,11 Jul 2010 - 20:30 ,Final,Soccer City Stadium,Netherlands,Spain,84490.0,WEBB Howard (ENG),0-1
2010,11 Jun 2010 - 16:00 ,Group A,Soccer City Stadium,South Africa,Mexico,84490.0,Ravshan IRMATOV (UZB),1-1
2010,11 Jun 2010 - 20:30 ,Group A,Cape Town Stadium,Uruguay,France,64100.0,NISHIMURA Yuichi (JPN),0-0
2010,12 Jun 2010 - 13:30 ,Group B,Port Elizabeth Stadium,Korea Republic,Greece,31513.0,HESTER Michael (NZL),2-0
2010,12 Jun 2010 - 16:00 ,Group B,Ellis Park Stadium,Argentina,Nigeria,55686.0,Wolfgang STARK (GER),1-0
2010,12 Jun 2010 - 20:30 ,Group C,Royal Bafokeng Sports Palace,England,USA,38646.0,SIMON Carlos (BRA),1-1
2010,13 Jun 2010 - 13:30 ,Group C,Peter Mokaba Stadium,Algeria,Slovenia,30325.0,BATRES Carlos (GUA),0-1
2010,13 Jun 2010 - 16:00 ,Group D,Loftus Versfeld Stadium,Serbia,Ghana,38833.0,BALDASSI Hector (ARG),0-1
2010,13 Jun 2010 - 20:30 ,Group D,Durban Stadium,Germany,Australia,62660.0,RODRIGUEZ Marco (MEX),4-0
2010,14 Jun 2010 - 13:30 ,Group E,Soccer City Stadium,Netherlands,Denmark,83465.0,St�phane LANNOY (FRA),2-0
2010,14 Jun 2010 - 16:00 ,Group E,Free State Stadium,Japan,Cameroon,30620.0,Oleg�rio BENQUEREN�A (POR),1-0
2010,14 Jun 2010 - 20:30 ,Group F,Cape Town Stadium,Italy,Paraguay,62869.0,ARCHUNDIA Benito (MEX),1-1
2010,15 Jun 2010 - 13:30 ,Group F,Royal Bafokeng Sports Palace,New Zealand,Slovakia,23871.0,DAMON Jerome (RSA),1-1
2010,15 Jun 2010 - 16:00 ,Group G,Port Elizabeth Stadium,C�te d'Ivoire,Portugal,37034.0,LARRIONDA Jorge (URU),0-0
2010,15 Jun 2010 - 20:30 ,Group G,Ellis Park Stadium,Brazil,Korea DPR,54331.0,KASSAI Viktor (HUN),2-1
2010,16 Jun 2010 - 13:30 ,Group H,Mbombela Stadium,Honduras,Chile,32664.0,MAILLET Eddy (SEY),0-1
2010,16 Jun 2010 - 16:00 ,Group H,Durban Stadium,Spain,Switzerland,62453.0,WEBB Howard (ENG),0-1
2010,16 Jun 2010 - 20:30 ,Group A,Loftus Versfeld Stadium,South Africa,Uruguay,42658.0,BUSACCA Massimo (SUI),0-3
2010,17 Jun 2010 - 13:30 ,Group B,Soccer City Stadium,Argentina,Korea Republic,82174.0,DE BLEECKERE Frank (BEL),4-1
2010,17 Jun 2010 - 16:00 ,Group B,Free State Stadium,Greece,Nigeria,31593.0,RUIZ Oscar (COL),2-1
2010,17 Jun 2010 - 20:30 ,Group A,Peter Mokaba Stadium,France,Mexico,35370.0,AL GHAMDI Khalil (KSA),0-2
2010,18 Jun 2010 - 13:30 ,Group D,Port Elizabeth Stadium,Germany,Serbia,38294.0,Alberto UNDIANO MALLENCO (ESP),0-1
2010,18 Jun 2010 - 16:00 ,Group C,Ellis Park Stadium,Slovenia,USA,45573.0,Koman COULIBALY (MLI),2-2
2010,18 Jun 2010 - 20:30 ,Group C,Cape Town Stadium,England,Algeria,64100.0,Ravshan IRMATOV (UZB),0-0
2010,19 Jun 2010 - 13:30 ,Group E,Durban Stadium,Netherlands,Japan,62010.0,BALDASSI Hector (ARG),1-0
2010,19 Jun 2010 - 16:00 ,Group D,Royal Bafokeng Sports Palace,Ghana,Australia,34812.0,ROSETTI Roberto (ITA),1-1
2010,19 Jun 2010 - 20:30 ,Group E,Loftus Versfeld Stadium,Cameroon,Denmark,38074.0,LARRIONDA Jorge (URU),1-2
2010,20 Jun 2010 - 13:30 ,Group F,Free State Stadium,Slovakia,Paraguay,26643.0,MAILLET Eddy (SEY),0-2
2010,20 Jun 2010 - 16:00 ,Group F,Mbombela Stadium,Italy,New Zealand,38229.0,BATRES Carlos (GUA),1-1
2010,20 Jun 2010 - 20:30 ,Group G,Soccer City Stadium,Brazil,C�te d'Ivoire,84455.0,St�phane LANNOY (FRA),3-1
2010,21 Jun 2010 - 13:30 ,Group G,Cape Town Stadium,Portugal,Korea DPR,63644.0,POZO Pablo (CHI),7-0
2010,21 Jun 2010 - 16:00 ,Group H,Port Elizabeth Stadium,Chile,Switzerland,34872.0,AL GHAMDI Khalil (KSA),1-0
2010,21 Jun 2010 - 20:30 ,Group H,Ellis Park Stadium,Spain,Honduras,54386.0,NISHIMURA Yuichi (JPN),2-0
2010,22 Jun 2010 - 16:00 ,Group A,Free State Stadium,France,South Africa,39415.0,RUIZ Oscar (COL),1-2
2010,22 Jun 2010 - 16:00 ,Group A,Royal Bafokeng Sports Palace,Mexico,Uruguay,33425.0,KASSAI Viktor (HUN),0-1
2010,22 Jun 2010 - 20:30 ,Group B,Peter Mokaba Stadium,Greece,Argentina,38891.0,Ravshan IRMATOV (UZB),0-2
2010,22 Jun 2010 - 20:30 ,Group B,Durban Stadium,Nigeria,Korea Republic,61874.0,Oleg�rio BENQUEREN�A (POR),2-2
2010,23 Jun 2010 - 16:00 ,Group C,Port Elizabeth Stadium,Slovenia,England,36893.0,Wolfgang STARK (GER),0-1
2010,23 Jun 2010 - 16:00 ,Group C,Loftus Versfeld Stadium,USA,Algeria,35827.0,DE BLEECKERE Frank (BEL),1-0
2010,23 Jun 2010 - 20:30 ,Group D,Mbombela Stadium,Australia,Serbia,37836.0,LARRIONDA Jorge (URU),2-1
2010,23 Jun 2010 - 20:30 ,Group D,Soccer City Stadium,Ghana,Germany,83391.0,SIMON Carlos (BRA),0-1
2010,24 Jun 2010 - 16:00 ,Group F,Peter Mokaba Stadium,Paraguay,New Zealand,34850.0,NISHIMURA Yuichi (JPN),0-0
2010,24 Jun 2010 - 16:00 ,Group F,Ellis Park Stadium,Slovakia,Italy,53412.0,WEBB Howard (ENG),3-2
2010,24 Jun 2010 - 20:30 ,Group E,Cape Town Stadium,Cameroon,Netherlands,63093.0,POZO Pablo (CHI),1-2
2010,24 Jun 2010 - 20:30 ,Group E,Royal Bafokeng Sports Palace,Denmark,Japan,27967.0,DAMON Jerome (RSA),1-3
2010,25 Jun 2010 - 16:00 ,Group G,Mbombela Stadium,Korea DPR,C�te d'Ivoire,34763.0,Alberto UNDIANO MALLENCO (ESP),0-3
2010,25 Jun 2010 - 16:00 ,Group G,Durban Stadium,Portugal,Brazil,62712.0,ARCHUNDIA Benito (MEX),0-0
2010,25 Jun 2010 - 20:30 ,Group H,Loftus Versfeld Stadium,Chile,Spain,41958.0,RODRIGUEZ Marco (MEX),1-2
2010,25 Jun 2010 - 20:30 ,Group H,Free State Stadium,Switzerland,Honduras,28042.0,BALDASSI Hector (ARG),0-0
2010,26 Jun 2010 - 16:00 ,Round of 16,Port Elizabeth Stadium,Uruguay,Korea Republic,30597.0,Wolfgang STARK (GER),2-1
2010,26 Jun 2010 - 20:30 ,Round of 16,Royal Bafokeng Sports Palace,USA,Ghana,34976.0,KASSAI Viktor (HUN),1-2
2010,27 Jun 2010 - 16:00 ,Round of 16,Free State Stadium,Germany,England,40510.0,LARRIONDA Jorge (URU),4-1
2010,27 Jun 2010 - 20:30 ,Round of 16,Soccer City Stadium,Argentina,Mexico,84377.0,ROSETTI Roberto (ITA),3-1
2010,28 Jun 2010 - 16:00 ,Round of 16,Durban Stadium,Netherlands,Slovakia,61962.0,Alberto UNDIANO MALLENCO (ESP),2-1
2010,28 Jun 2010 - 20:30 ,Round of 16,Ellis Park Stadium,Brazil,Chile,54096.0,WEBB Howard (ENG),3-0
2010,29 Jun 2010 - 16:00 ,Round of 16,Loftus Versfeld Stadium,Paraguay,Japan,36742.0,DE BLEECKERE Frank (BEL),(5) 0-0 (3)
2010,29 Jun 2010 - 20:30 ,Round of 16,Cape Town Stadium,Spain,Portugal,62955.0,BALDASSI Hector (ARG),1-0
2014,01 Jul 2014 - 13:00 ,Round of 16,Arena de Sao Paulo,Argentina,Switzerland,63255.0,ERIKSSON Jonas (SWE),1-0
2014,01 Jul 2014 - 13:00 ,Round of 16,Arena de Sao Paulo,Argentina,Switzerland,63255.0,ERIKSSON Jonas (SWE),1-0
2014,01 Jul 2014 - 17:00 ,Round of 16,Arena Fonte Nova,Belgium,USA,51227.0,HAIMOUDI Djamel (ALG),2-1
2014,01 Jul 2014 - 17:00 ,Round of 16,Arena Fonte Nova,Belgium,USA,51227.0,HAIMOUDI Djamel (ALG),2-1
2014,04 Jul 2014 - 13:00 ,Quarter-finals,Estadio do Maracana,France,Germany,74240.0,PITANA Nestor (ARG),0-1
2014,04 Jul 2014 - 13:00 ,Quarter-finals,Estadio do Maracana,France,Germany,74240.0,PITANA Nestor (ARG),0-1
2014,04 Jul 2014 - 17:00 ,Quarter-finals,Estadio Castelao,Brazil,Colombia,60342.0,Carlos VELASCO CARBALLO (ESP),2-1
2014,04 Jul 2014 - 17:00 ,Quarter-finals,Estadio Castelao,Brazil,Colombia,60342.0,Carlos VELASCO CARBALLO (ESP),2-1
2014,05 Jul 2014 - 13:00 ,Quarter-finals,Estadio Nacional,Argentina,Belgium,68551.0,Nicola RIZZOLI (ITA),1-0
2014,05 Jul 2014 - 13:00 ,Quarter-finals,Estadio Nacional,Argentina,Belgium,68551.0,Nicola RIZZOLI (ITA),1-0
2014,05 Jul 2014 - 17:00 ,Quarter-finals,Arena Fonte Nova,Netherlands,Costa Rica,51179.0,Ravshan IRMATOV (UZB),(4) 0-0 (3)
2014,05 Jul 2014 - 17:00 ,Quarter-finals,Arena Fonte Nova,Netherlands,Costa Rica,51179.0,Ravshan IRMATOV (UZB),(4) 0-0 (3)
2014,08 Jul 2014 - 17:00 ,Semi-finals,Estadio Mineirao,Brazil,Germany,58141.0,RODRIGUEZ Marco (MEX),1-7
2014,08 Jul 2014 - 17:00 ,Semi-finals,Estadio Mineirao,Brazil,Germany,58141.0,RODRIGUEZ Marco (MEX),1-7
2014,09 Jul 2014 - 17:00 ,Semi-finals,Arena de Sao Paulo,Netherlands,Argentina,63267.0,C�neyt �AKIR (TUR),(2) 0-0 (4)
2014,09 Jul 2014 - 17:00 ,Semi-finals,Arena de Sao Paulo,Netherlands,Argentina,63267.0,C�neyt �AKIR (TUR),(2) 0-0 (4)
2014,12 Jul 2014 - 17:00 ,Play-off for third place,Estadio Nacional,Brazil,Netherlands,68034.0,HAIMOUDI Djamel (ALG),0-3
2014,12 Jul 2014 - 17:00 ,Play-off for third place,Estadio Nacional,Brazil,Netherlands,68034.0,HAIMOUDI Djamel (ALG),0-3
2014,12 Jun 2014 - 17:00 ,Group A,Arena de Sao Paulo,Brazil,Croatia,62103.0,NISHIMURA Yuichi (JPN),3-1
2014,13 Jul 2014 - 16:00 ,Final,Estadio do Maracana,Germany,Argentina,74738.0,Nicola RIZZOLI (ITA),1-0
2014,13 Jul 2014 - 16:00 ,Final,Estadio do Maracana,Germany,Argentina,74738.0,Nicola RIZZOLI (ITA),1-0
2014,13 Jun 2014 - 13:00 ,Group A,Estadio das Dunas,Mexico,Cameroon,39216.0,ROLDAN Wilmar (COL),1-0
2014,13 Jun 2014 - 16:00 ,Group B,Arena Fonte Nova,Spain,Netherlands,48173.0,Nicola RIZZOLI (ITA),1-5
2014,13 Jun 2014 - 18:00 ,Group B,Arena Pantanal,Chile,Australia,40275.0,Noumandiez DOUE (CIV),3-1
2014,14 Jun 2014 - 13:00 ,Group C,Estadio Mineirao,Colombia,Greece,57174.0,GEIGER Mark (USA),3-0
2014,14 Jun 2014 - 16:00 ,Group D,Estadio Castelao,Uruguay,Costa Rica,58679.0,BRYCH Felix (GER),1-3
2014,14 Jun 2014 - 18:00 ,Group D,Arena Amazonia,England,Italy,39800.0,Bj�rn KUIPERS (NED),1-2
2014,14 Jun 2014 - 22:00 ,Group C,Arena Pernambuco,C�te d'Ivoire,Japan,40267.0,OSSES Enrique (CHI),2-1
2014,15 Jun 2014 - 13:00 ,Group E,Estadio Nacional,Switzerland,Ecuador,68351.0,Ravshan IRMATOV (UZB),2-1
2014,15 Jun 2014 - 16:00 ,Group E,Estadio Beira-Rio,France,Honduras,43012.0,RICCI Sandro (BRA),3-0
2014,15 Jun 2014 - 19:00 ,Group F,Estadio do Maracana,Argentina,"rn"">Bosnia and Herzegovina",74738.0,AGUILAR Joel (SLV),2-1
2014,16 Jun 2014 - 13:00 ,Group G,Arena Fonte Nova,Germany,Portugal,51081.0,MAZIC Milorad (SRB),4-0
2014,16 Jun 2014 - 16:00 ,Group F,Arena da Baixada,IR Iran,Nigeria,39081.0,VERA Carlos (ECU),0-0
2014,16 Jun 2014 - 19:00 ,Group G,Estadio das Dunas,Ghana,USA,39760.0,ERIKSSON Jonas (SWE),1-2
2014,17 Jun 2014 - 13:00 ,Group H,Estadio Mineirao,Belgium,Algeria,56800.0,RODRIGUEZ Marco (MEX),2-1
2014,17 Jun 2014 - 16:00 ,Group A,Estadio Castelao,Brazil,Mexico,60342.0,C�neyt �AKIR (TUR),0-0
2014,17 Jun 2014 - 18:00 ,Group H,Arena Pantanal,Russia,Korea Republic,37603.0,PITANA Nestor (ARG),1-1
2014,18 Jun 2014 - 13:00 ,Group B,Estadio Beira-Rio,Australia,Netherlands,42877.0,HAIMOUDI Djamel (ALG),2-3
2014,18 Jun 2014 - 16:00 ,Group B,Estadio do Maracana,Spain,Chile,74101.0,GEIGER Mark (USA),0-2
2014,18 Jun 2014 - 18:00 ,Group A,Arena Amazonia,Cameroon,Croatia,39982.0,PROENCA Pedro (POR),0-4
2014,19 Jun 2014 - 13:00 ,Group C,Estadio Nacional,Colombia,C�te d'Ivoire,68748.0,WEBB Howard (ENG),2-1
2014,19 Jun 2014 - 16:00 ,Group D,Arena de Sao Paulo,Uruguay,England,62575.0,Carlos VELASCO CARBALLO (ESP),2-1
2014,19 Jun 2014 - 19:00 ,Group C,Estadio das Dunas,Japan,Greece,39485.0,AGUILAR Joel (SLV),0-0
2014,20 Jun 2014 - 13:00 ,Group D,Arena Pernambuco,Italy,Costa Rica,40285.0,OSSES Enrique (CHI),0-1
2014,20 Jun 2014 - 16:00 ,Group E,Arena Fonte Nova,Switzerland,France,51003.0,Bj�rn KUIPERS (NED),2-5
2014,20 Jun 2014 - 19:00 ,Group E,Arena da Baixada,Honduras,Ecuador,39224.0,Ben WILLIAMS (AUS),1-2
2014,21 Jun 2014 - 13:00 ,Group F,Estadio Mineirao,Argentina,IR Iran,57698.0,MAZIC Milorad (SRB),1-0
2014,21 Jun 2014 - 16:00 ,Group G,Estadio Castelao,Germany,Ghana,59621.0,RICCI Sandro (BRA),2-2
2014,21 Jun 2014 - 18:00 ,Group F,Arena Pantanal,Nigeria,"rn"">Bosnia and Herzegovina",40499.0,Peter O'LEARY (NZL),1-0
2014,22 Jun 2014 - 13:00 ,Group H,Estadio do Maracana,Belgium,Russia,73819.0,BRYCH Felix (GER),1-0
2014,22 Jun 2014 - 16:00 ,Group H,Estadio Beira-Rio,Korea Republic,Algeria,42732.0,ROLDAN Wilmar (COL),2-4
2014,22 Jun 2014 - 18:00 ,Group G,Arena Amazonia,USA,Portugal,40123.0,PITANA Nestor (ARG),2-2
2014,23 Jun 2014 - 13:00 ,Group B,Arena da Baixada,Australia,Spain,39375.0,SHUKRALLA Nawaf (BHR),0-3
2014,23 Jun 2014 - 13:00 ,Group B,Arena de Sao Paulo,Netherlands,Chile,62996.0,Bakary GASSAMA (GAM),2-0
2014,23 Jun 2014 - 17:00 ,Group A,Estadio Nacional,Cameroon,Brazil,69112.0,ERIKSSON Jonas (SWE),1-4
2014,23 Jun 2014 - 17:00 ,Group A,Arena Pernambuco,Croatia,Mexico,41212.0,Ravshan IRMATOV (UZB),1-3
2014,24 Jun 2014 - 13:00 ,Group D,Estadio Mineirao,Costa Rica,England,57823.0,HAIMOUDI Djamel (ALG),0-0
2014,24 Jun 2014 - 13:00 ,Group D,Estadio das Dunas,Italy,Uruguay,39706.0,RODRIGUEZ Marco (MEX),0-1
2014,24 Jun 2014 - 16:00 ,Group C,Arena Pantanal,Japan,Colombia,40340.0,PROENCA Pedro (POR),1-4
2014,24 Jun 2014 - 17:00 ,Group C,Estadio Castelao,Greece,C�te d'Ivoire,59095.0,VERA Carlos (ECU),2-1
2014,25 Jun 2014 - 13:00 ,Group F,Estadio Beira-Rio,Nigeria,Argentina,43285.0,Nicola RIZZOLI (ITA),2-3
2014,25 Jun 2014 - 13:00 ,Group F,Arena Fonte Nova,"rn"">Bosnia and Herzegovina",IR Iran,48011.0,Carlos VELASCO CARBALLO (ESP),3-1
2014,25 Jun 2014 - 16:00 ,Group E,Arena Amazonia,Honduras,Switzerland,40322.0,PITANA Nestor (ARG),0-3
2014,25 Jun 2014 - 17:00 ,Group E,Estadio do Maracana,Ecuador,France,73749.0,Noumandiez DOUE (CIV),0-0
2014,26 Jun 2014 - 13:00 ,Group G,Estadio Nacional,Portugal,Ghana,67540.0,SHUKRALLA Nawaf (BHR),2-1
2014,26 Jun 2014 - 13:00 ,Group G,Arena Pernambuco,USA,Germany,41876.0,Ravshan IRMATOV (UZB),0-1
2014,26 Jun 2014 - 17:00 ,Group H,Arena da Baixada,Algeria,Russia,39311.0,C�neyt �AKIR (TUR),1-1
2014,26 Jun 2014 - 17:00 ,Group H,Arena de Sao Paulo,Korea Republic,Belgium,61397.0,Ben WILLIAMS (AUS),0-1
2014,28 Jun 2014 - 13:00 ,Round of 16,Estadio Mineirao,Brazil,Chile,57714.0,WEBB Howard (ENG),(3) 1-1 (2)
2014,28 Jun 2014 - 13:00 ,Round of 16,Estadio Mineirao,Brazil,Chile,57714.0,WEBB Howard (ENG),(3) 1-1 (2)
2014,28 Jun 2014 - 17:00 ,Round of 16,Estadio do Maracana,Colombia,Uruguay,73804.0,Bj�rn KUIPERS (NED),2-0
2014,28 Jun 2014 - 17:00 ,Round of 16,Estadio do Maracana,Colombia,Uruguay,73804.0,Bj�rn KUIPERS (NED),2-0
2014,29 Jun 2014 - 13:00 ,Round of 16,Estadio Castelao,Netherlands,Mexico,58817.0,PROENCA Pedro (POR),2-1
2014,29 Jun 2014 - 13:00 ,Round of 16,Estadio Castelao,Netherlands,Mexico,58817.0,PROENCA Pedro (POR),2-1
2014,29 Jun 2014 - 17:00 ,Round of 16,Arena Pernambuco,Costa Rica,Greece,41242.0,Ben WILLIAMS (AUS),(5) 1-1 (3)
2014,29 Jun 2014 - 17:00 ,Round of 16,Arena Pernambuco,Costa Rica,Greece,41242.0,Ben WILLIAMS (AUS),(5) 1-1 (3)
2014,30 Jun 2014 - 13:00 ,Round of 16,Estadio Nacional,France,Nigeria,67882.0,GEIGER Mark (USA),2-0
2014,30 Jun 2014 - 13:00 ,Round of 16,Estadio Nacional,France,Nigeria,67882.0,GEIGER Mark (USA),2-0
2014,30 Jun 2014 - 17:00 ,Round of 16,Estadio Beira-Rio,Germany,Algeria,,RICCI Sandro (BRA),2-1
2014,30 Jun 2014 - 17:00 ,Round of 16,Estadio Beira-Rio,Germany,Algeria,,RICCI Sandro (BRA),2-1
2018,2018-06-14 18:00:00,Group A,"Luzhniki Stadium, Moscow",Russia,Saudi Arabia,78011.0,Néstor Pitana,5-0
2018,2018-06-15 15:00:00,Group A,"Central Stadium, Yekaterinburg",Egypt,Uruguay,27015.0,Björn Kuipers,0-1
2018,2018-06-15 18:00:00,Group B,"Krestovsky Stadium, Saint Petersburg",Morocco,Iran,62048.0,Cüneyt Çakır,0-1
2018,2018-06-15 21:00:00,Group B,"Fisht Olympic Stadium, Sochi",Portugal,Spain,43466.0,Gianluca Rocchi,3-3
2018,2018-06-16 13:00:00,Group C,"Kazan Arena, Kazan",France,Australia,41279.0,Andrés Cunha,2-1
2018,2018-06-16 16:00:00,Group D,"Spartak Stadium, Moscow",Argentina,Iceland,44190.0,Szymon Marciniak,1-1
2018,2018-06-16 19:00:00,Group C,"Mordovia Arena, Saransk",Peru,Denmark,40344.0,Bakary Gassama,0-1
2018,2018-06-16 21:00:00,Group D,"Kaliningrad Stadium, Kaliningrad",Croatia,Nigeria,31042.0,Sandro Ricci,2-0
2018,2018-06-17 15:00:00,Group E,"Samara Arena, Samara",Costa Rica,Serbia,41432.0,Malang Diedhiou,0-1
2018,2018-06-17 18:00:00,Group F,"Luzhniki Stadium, Moscow",Germany,Mexico,78011.0,Alireza Faghani,0-1
2018,2018-06-17 21:00:00,Group E,"Rostov Arena, Rostov-on-Don",Brazil,Switzerland,43258.0,César Ramos,1-1
2018,2018-06-18 15:00:00,Group F,"Nizhny Novgorod Stadium, Nizhny Novgorod",Sweden,South Korea,42300.0,Joel Aguilar,1-0
2018,2018-06-18 18:00:00,Group G,"Fisht Olympic Stadium, Sochi",Belgium,Panama,43257.0,Janny Sikazwe,3-0
2018,2018-06-18 21:00:00,Group G,"Volgograd Arena, Volgograd",Tunisia,England,41064.0,Wilmar Roldán,1-2
2018,2018-06-19 15:00:00,Group H,"Mordovia Arena, Saransk",Colombia,Japan,40542.0,Damir Skomina,1-2
2018,2018-06-19 18:00:00,Group H,"Spartak Stadium, Moscow",Poland,Senegal,43258.0,Nawaf Shukralla,1-2
2018,2018-06-19 21:00:00,Group A,"Krestovsky Stadium, Saint Petersburg",Russia,Egypt,64368.0,Enrique Cáceres,3-1
2018,2018-06-20 15:00:00,Group B,"Luzhniki Stadium, Moscow",Portugal,Morocco,78311.0,Mark Geiger,1-0
